[2025-12-07 00:42:42] DEBUG_KEY_SIMULATED | VK=40
[2025-12-07 01:08:22] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:08:23] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:23] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:08:23] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:23] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:08:24] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:24] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:08:24] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:24] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:08:24] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:24] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:08:24] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:25] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:08:25] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:25] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:08:25] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:26] INTERACTIVE_WAIT_END | Key received: VK=13
[2025-12-07 01:08:26] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:27] INTERACTIVE_WAIT_END | Key received: VK=38
[2025-12-07 01:08:27] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:28] INTERACTIVE_WAIT_END | Key received: VK=13
[2025-12-07 01:08:33] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:34] INTERACTIVE_WAIT_END | Key received: VK=38
[2025-12-07 01:08:34] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:35] INTERACTIVE_WAIT_END | Key received: VK=13
[2025-12-07 01:08:35] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:36] INTERACTIVE_WAIT_END | Key received: VK=38
[2025-12-07 01:08:36] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:36] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:08:36] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:37] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:08:37] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:37] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:08:37] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:37] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:08:37] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:37] INTERACTIVE_WAIT_END | Key received: VK=38
[2025-12-07 01:08:38] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:38] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:38] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:38] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:38] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:40] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:40] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:40] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:40] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:40] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:40] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:40] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:40] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:40] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:40] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:40] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:41] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:41] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:41] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:41] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:41] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:41] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:41] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:41] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:41] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:41] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:41] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:41] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:41] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:41] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:41] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:41] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:42] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:42] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:42] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:42] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:42] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:42] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:42] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:42] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:42] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:42] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:42] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:42] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:42] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:42] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:42] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:42] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:42] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:43] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:43] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:43] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:43] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:43] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:43] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:43] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:43] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:43] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:43] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:43] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:43] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:43] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:43] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:43] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:43] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:43] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:43] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:43] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:44] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:44] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:44] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:44] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:44] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:44] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:44] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:44] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:44] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:44] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:44] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:44] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:44] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:44] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:45] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:45] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:45] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:45] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:45] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:45] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:45] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:45] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:46] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:46] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:46] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:47] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:47] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:47] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:47] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:47] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:47] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:47] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:47] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:47] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:47] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:47] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:48] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:48] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:48] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:48] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:48] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:48] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:48] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:48] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:48] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:48] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:48] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:48] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:48] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:48] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:49] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:49] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:49] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:49] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:49] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:49] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:49] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:49] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:49] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:49] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:49] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:49] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:49] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:49] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:49] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:50] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:50] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:50] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:50] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:50] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:50] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:50] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:50] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:50] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:50] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:50] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:50] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:51] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:51] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:51] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:51] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:51] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:51] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:51] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:51] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:52] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:52] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:52] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:52] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:52] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:52] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:52] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:52] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:52] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:52] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:52] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:52] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:52] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:08:52] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:08:52] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:08:53] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:10:28] PROMPT_WAIT_START | Numbered menu awaiting input
[2025-12-07 01:10:28] PROMPT_WAIT_END | Input received
[2025-12-07 01:10:28] PROMPT_WAIT_START | Numbered menu awaiting input
[2025-12-07 01:10:28] PROMPT_WAIT_END | Input received
[2025-12-07 01:10:28] PROMPT_WAIT_START | Numbered menu awaiting input
[2025-12-07 01:10:28] PROMPT_WAIT_END | Input received
[2025-12-07 01:10:50] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:10:51] INTERACTIVE_WAIT_END | Key received: VK=38
[2025-12-07 01:10:51] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:10:51] INTERACTIVE_WAIT_END | Key received: VK=38
[2025-12-07 01:10:51] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:10:53] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:10:53] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:10:53] INTERACTIVE_WAIT_END | Key received: VK=38
[2025-12-07 01:10:53] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:10:54] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:10:54] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:10:54] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:10:54] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:10:55] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:10:56] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:10:56] INTERACTIVE_WAIT_END | Key received: VK=13
[2025-12-07 01:10:56] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:10:57] INTERACTIVE_WAIT_END | Key received: VK=38
[2025-12-07 01:10:57] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:10:58] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:10:58] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:10:58] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:10:59] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:01] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:11:01] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:01] INTERACTIVE_WAIT_END | Key received: VK=38
[2025-12-07 01:11:01] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:03] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:11:03] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:03] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:11:03] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:03] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:11:03] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:03] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:11:03] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:03] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:11:03] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:03] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:11:03] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:04] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:11:04] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:04] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:11:04] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:04] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:11:04] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:04] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:11:04] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:05] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:11:05] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:05] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:11:05] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:05] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:11:05] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:05] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:11:05] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:05] INTERACTIVE_WAIT_END | Key received: VK=16
[2025-12-07 01:11:05] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:05] INTERACTIVE_WAIT_END | Key received: VK=40
[2025-12-07 01:11:05] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:06] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:11:06] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:06] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:11:06] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:07] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:11:07] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:07] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:11:07] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:07] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:11:07] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:07] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:11:08] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:08] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:11:08] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:08] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:11:08] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:08] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:11:08] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:08] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:11:08] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:08] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:11:08] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:08] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:11:08] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:08] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:11:08] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:08] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:11:08] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:09] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:11:09] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:09] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:11:09] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:09] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:11:09] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:09] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:11:09] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:11] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:11:11] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:11] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:11:11] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:11] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:11:11] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:11] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:11:11] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:11] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:11:11] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:11] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:11:11] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:11] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:11:11] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:11] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:11:11] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:11] INTERACTIVE_WAIT_END | Key received: VK=123
[2025-12-07 01:11:12] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:12] INTERACTIVE_WAIT_END | Key received: VK=67
[2025-12-07 01:11:12] INTERACTIVE_WAIT_START | Waiting for arrow key input
[2025-12-07 01:11:13] INTERACTIVE_WAIT_END | Key received: VK=13
[2025-12-07 01:14:34] PROMPT_WAIT_START | Numbered menu awaiting input
[2025-12-07 01:14:34] PROMPT_WAIT_END | Input received
[2025-12-07 01:14:34] PROMPT_WAIT_START | Numbered menu awaiting input
[2025-12-07 01:14:34] PROMPT_WAIT_END | Input received
[2025-12-07 01:15:07] INTERACTIVE_WAIT_START | Waiting for keyboard input
[2025-12-07 01:20:06] PROMPT_WAIT_START | Numbered menu awaiting input
[2025-12-07 01:20:06] PROMPT_WAIT_END | Input received
[2025-12-07 01:20:06] PROMPT_WAIT_START | Numbered menu awaiting input
[2025-12-07 01:20:06] PROMPT_WAIT_END | Input received
[2025-12-07 01:25:14] DEBUG_KEY_SIMULATED | VK=40
[2025-12-07 01:25:15] DEBUG_KEY_SIMULATED | VK=40
[2025-12-07 01:25:16] DEBUG_KEY_SIMULATED | VK=40
[2025-12-07 01:25:17] DEBUG_KEY_SIMULATED | VK=38
[2025-12-07 01:25:18] DEBUG_KEY_SIMULATED | VK=13
[2025-12-07 01:25:18] DESCRIPTION_WAIT_START | Displaying description box
[2025-12-07 01:25:18] DESCRIPTION_WAIT_FOR_ENTER_START | Waiting for Enter release
[2025-12-07 01:25:18] DESCRIPTION_WAIT_FOR_ENTER_END | Enter released
[2025-12-07 01:25:18] DESCRIPTION_WAIT_END | User pressed Enter to close description
[2025-12-07 01:25:19] DEBUG_KEY_SIMULATED | VK=13
[2025-12-07 01:25:20] DEBUG_KEY_SIMULATED | VK=40
[2025-12-07 01:25:21] DEBUG_KEY_SIMULATED | VK=13
[2025-12-07 01:25:22] DEBUG_KEY_SIMULATED | VK=8
[2025-12-07 01:25:23] DEBUG_KEY_SIMULATED | VK=40
